id,female,age34m,age35p54,age55p,educ_BHS,educ_HS,educ_HE,educ_cramSchool,educ_cramSchool_dumy,famPosition,onlyChild,employ_agricul,employ_fores,employ_fishing,employ_comFacOwn,employ_professional,employ_manager,employ_civServ,employ_whiteCol,employ_blueCol,employ_sales,employ_housewife,employ_noEmploy,employed,rel_budd,rel_shinto,rel_protes,rel_catho,rel_ortho,rel_islam,rel_jew,rel_hindu,rel_athe,rel_other,numChildUnd18_0,numChildUnd18_1,numChildUnd18_2,numChildUnd18_3,numChildUnd18_4,numChildUnd18_5,numChildUnd18_6,single,married,comLawMar,widow,divorced,pref_hokkaido,pref_aomori,pref_iwate,pref_miyagi,pref_akita,pref_yamagata,pref_fukushima,pref_ibaraki,pref_tochigi,pref_gunma,pref_saitama,pref_chiba,pref_tokyo,pref_kanagawa,pref_niigata,pref_toyama,pref_ishikawa,pref_fukui,pref_yamanashi,pref_nagano,pref_gifu,pref_shizuoka,pref_aichi,pref_mie,pref_shiga,pref_kyoto,pref_osaka,pref_hyogo,pref_nara,pref_wakayama,pref_tottori,pref_shimane,pref_okayama,pref_hiroshima,pref_yamaguchi,pref_tokushima,pref_kagawa,pref_ehime,pref_kochi,pref_fukuoka,pref_saga,pref_nagasaki,pref_kumamoto,pref_oita,pref_miyazaki,pref_kagoshima,pref_okinawa,pref_abroad,reg_hokkaido,reg_tohoku,reg_kanto,reg_chubu,reg_kinki,reg_chugoku,reg_shikoku,reg_kyushu,sizeCity_large,sizeCity_500,sizeCity_100m499,sizeCity_100,interest_pol,rightist,rightist_full,voted21,voteIntent_LDP,voteIntent_CDP,voteIntent_JIP,voteIntent_komeito,voteIntent_JCP,voteIntent_DPP,voteIntent_RS,voteIntent_SDP,voteIntent_antiNHK,voteIntent_other,confidentVote,longTerm_LDP,longTerm_CDP,longTerm_JIP,longTerm_komeito,longTerm_JCP,longTerm_DPP,longTerm_RS,longTerm_SDP,longTerm_antiNHK,longTerm_other,potGrowth_PLD,potGrowth_CDP,potGrowth_JIP,potGrowth_komeito,potGrowth_DPP,potGrowth_JCP,potGrowth_RS,potGrowth_SDP,abe_funeral,militarySpending,act_watchTV,act_sport,act_museums,act_outdoor,act_videoGame,act_internet,act_unillusBook,act_goOut_friends,act_goOut_drink,act_mangas,act_TVShows,act_anime,act_artistic,act_watchSports,activities_cat,trans_train,trans_car,trans_taxi,trans_walk,trans_bicycle,trans_bus,trans_moto,transport_cat,dyeHair,worryClothesMade,buyClothesInfluence,buyClothes_secondInfluence,favMusic_westRock,favMusic_japRock,favMusic_forPop,favMusic_JPop,favMusic_KPop,favMusic_anime,favMusic_vocal,favMusic_enka,favMusic_jazz,favMusic_classic,favMusic_hipHop,favMusic_other,favMusic_cat,favAlc_regBeer,favAlc_chuhai,favAlc_craftBeer,favAlc_sake,favAlc_redWine,favAlc_whiteWine,favAlc_champagne,favAlc_whisky,favAlc_cocktails,favAlc_other,alcoolFreq_never,alcoolFreq_fewTimesYear,alcoolFreq_onceMonth,alcoolFreq_onceWeek,alcoolFreq_fewTimesWeek,alcoolFreq_onceDay,alcoolFreq_moreOnceDay,attendParties,smoke_never,smoke_fewTimesYear,smoke_onceMonth,smoke_onceWeek,smoke_fewTimesWeek,smoke_onceDay,smoke_moreOnceDay,preferForeiCuisine,udonFan,sobaFan,ramenFan,japCul_sumo,japCul_hostClub,japCul_gyaru,japCul_cosplay,japCul_motoGang,japCul_yankee,japCul_idol,japCul_rakugo,japCul_manzai,article9_milPower,article9_peaceAndSec,govDoMoInflation,japEconGetBet,bankOfJapRespEcon,abolBordRestri,govRespProtEnvi,popCantProtEnvi,careHouse,careHouse_women,womFamOrCar,moWomPower,covidSeasonFlu,moImmi_workInd,moImmi_uniDeg,japWelcMoImmi,immiSolDemoCris,govTreatForWorker,forWorker_anyone,forWorker_workAvail,forWorker_limit,forWorker_ban,proudJap,proudJap_dummy,offJapSingEng,offJapSingEng_dummy,SpeTimPolForRelOrg,SpeTimPolForRelOrg_dum,donMonPolRelOrg,donMonPolRelOrg_dum,valueVsConform,beliefVsCooperate,egocentrism,thingImpToMeOver,didThiNotPayAtt,mostSM,mostSM_facebook,mostSM_twitter,mostSM_insta,mostSM_line,mostSM_tiktok,mostSM_pinterest,mostSM_linkedIn,mostSM_2Channel,mostSM_other,timeSM_m30,timeSM_30p60,timeSM_1p2hours,timeSM_2p3hours,timeSM_3p5hours,timeSM_mo5hours,timeSM_cat,japRestNucPow,japDoNucPow,japDoNucPow_dummy,notEnoSupLGBTQ,conSitTaiwan,taiwanPartChina,japDoWarTaiwChin,TaiwVsChin_defChina,TaiwVsChin_doNoth,taiwRelJap,relAct_church,relAct_pray,relAct_relEvent,lifeAftDeath,importFaith,relAndSciAdvanHum,relAlwaRight,reasGuidPeopBeha,connectRelGroups,AIAttHum,concernAI,TechWeakDem,okCasTown,gamblIlleg,gamblLawsPropEnfor,gamblGoodForJap,destInfluPeopLive,lucky,luckyPlayGame,impossPredLuck,scale_immi,article9_peaceAndSecInv,japDoWarTaiwChinDummy,scale_military,popCantProtEnviInv,scale_env,AIAttHumInv,concernAIinv,TechWeakDeminv,scale_tech,japDoNucPowInv,scale_nuc,scale_nat
76,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.5,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0,0,0,0,0,1,0,0,0,0,0.1,0.3,0,0,0.5,0.5,0.2,0,0.33,0.33,0.66,0.33,0.33,0,0,1,0.66,0,0,0.66,1,0.66,0,1,14,1,0,0,0,0,0,0,1,1,0.66,0.8,0.6,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.33,0,0,1,0.66,NA,0,0.33,0,0,0.66,0.33,0.66,0.33,0.33,1,0.33,1,0,0.66,0.33,0,0,0.33,0.33,0,0,0,0,0,0.33,0,0,1,0,0.66,1,0.33,0,0,0,0,0,1,1,1,0.5,0.5,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6,0.33,0.33,1,0,NA,0,0.6,0,0,0,0.25,0,0,1,NA,NA,0,1,0,1,1,NA,0,0.6,0.5,0.5,0.75,0.5,0.5,1,0.066,0.66,0,0.33,0.66,0.66,0,0,NA,NA,0.66,0.495,0.495
77,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.66,0.5,0.5,1,0,0,1,0,0,0,0,0,0,0,0.66,0,1,0,0,0,0,0,0,0,0,0,0.6,0.7,0,0.5,0.3,0.3,0.3,0.33,0.33,0.66,1,0,1,0,1,0,0,0.33,0,0.66,0.66,0,0.33,6,0,1,0,0,0,0,0,2,0,0.33,0.2,0.8,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.66,0,0,1,0.66,0,0.33,0,0,0,0.66,0.66,0.66,0,0.66,1,0,0.66,1,1,0,0,0,1,0.66,0.66,0.66,0,0.66,0.66,0.66,0,1,0,0,0.66,1,0.33,0,0,0,0.51,1,0,0,1,0.6666666666666666,0.3333333333333333,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.66,0,0.25,NA,0,0.6,0,0,0,0.25,0.25,0.25,0.33,NA,0.66,0.33,0.66,0.25,0.66,0.66,0.33,0,0.6,0.5,0.25,0.5,0,0,1,0.528,0.33,0,0.165,1,1,0.33,0.33,0.66,0.44,0.33,0.165,0.495
78,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.9,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,1,1,0.66,0.33,0,0.66,0,1,1,0.33,0,1,0.66,0.66,0,0,10,0,1,0,0,0,0,0,2,1,0,0.6,0.8,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,0,1,0.66,0,0,0,0.66,0.33,0.66,NA,1,1,0,0.66,0.33,0.66,0,0.66,0.33,0.5,1,0.66,NA,0.33,0,0,0,0,0,0,0,0,1,1,1,0.33,0,0,0,0,0,0,0,1,0,0.8333333333333334,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,0.25,NA,0,0.8,0,0,0,0.25,1,0.25,0,NA,0.66,0,1,0.25,0.33,0,0,0,0.6,0,0.25,0.5,0.75,0.5,1,0,1,1,1,0.66,0.66,0.66,1,1,0.8866666666666667,1,1,1
79,0,0,1,0,1,0,0,0.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.66,1,0.7,1,1,0,0,0,0,0,0,0,0,0,0.66,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.66,0.66,0.33,0,0.33,0,0,0.66,0.33,0.33,0.33,0.33,0.33,0.33,0,0.33,NA,0,0,0,0,1,0,0,5,0,0.66,0.6,0.8,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.33,0,1,0,0.66,0.33,0.33,0.33,0.33,0.33,NA,0.66,0.66,0.66,0.33,0.33,0.33,0.33,0.66,0.66,0.33,0,0,0.66,0.66,0.66,0.33,0.33,0.33,0.33,0.33,0,0,1,0,1,1,0.33,0,0.19,0,0,0,1,1,0,0.16666666666666666,0.5,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.33,0.33,1,0,NA,0,1,0,0,0,0.25,0.25,0.25,0.66,NA,1,0.33,0.66,0,0.66,0.66,0.66,0.4,0.4,0.25,0.25,0.75,0.5,0.25,0.75,0.33,0.66,1,0.7450000000000001,0.66,0.66,0.33,0.33,0.33,0.33,0.66,0.495,0.8300000000000001
80,0,0,1,0,0,1,0,0.75,1,0.66,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0.66,0.33,0.33,0.33,0.33,0.66,0.33,0.33,0,0,0.66,0,0,0.33,NA,0,1,0,0,0,0,0,2,0,0.33,0.2,0.6,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,NA,0,0,1,NA,0,0,0,0,0,0.33,0.66,1,NA,NA,0.66,0.33,0.66,NA,NA,0.33,0,0,NA,NA,NA,NA,NA,NA,NA,0.66,0,1,0,0,0.66,1,0.33,0,0,0,0,0,1,1,0,0.5,0.6666666666666666,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,0.33,1,0,NA,NA,0,0,0,NA,0,0,1,0,NA,0.66,NA,NA,0.75,0.66,0.66,NA,0,0,0.5,0,0,NA,NA,0.75,0.66,NA,0,NA,0.66,NA,0.33,0.33,NA,NA,0.66,NA,NA
81,0,0,0,1,1,0,0,0.75,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.66,1,0.6,1,0,0,1,0,0,0,0,0,0,0,0.66,0,0,1,0,0,0,0,0,0,0,0.6,0.3,1,0.5,0.2,0,0.4,0.1,0.33,NA,0.33,1,0.66,1,0,0.66,0,0.66,0,0,0,0.33,0.33,0.66,4,0,0,0,1,0,0,0,4,0,0.66,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0.33,0,1,0,0.33,0,0.66,0.66,0,0,0.66,0.33,1,0,0.66,0.66,0.66,1,1,NA,0.33,1,0,0.66,0.66,0.66,0.66,0.66,0,0.66,0.33,0,0,1,0,0.66,1,0.33,0,0.34,0,0.4,0,1,1,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.66,0,NA,0,NA,0,0.4,0,0,0.66,0,0,0,0.66,NA,0.33,1,0.66,0.5,0.66,0.66,0.66,0.8,0.2,0.5,0.25,0,0.5,0.25,0.75,0.462,0.33,0,NA,0.66,NA,0.33,0.33,0.33,0.33,1,0.8300000000000001,0.495
82,1,0,1,0,0,1,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0.33,1,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0.33,NA,1,0.66,0,0,0,1,0,0,0,0,1,0,0,0,11,0,1,0,0,0,0,0,2,0,0.33,0.8,0.6,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,1,0,0,0,0,0,0,0.33,1,0,0,NA,NA,NA,NA,NA,0,0.66,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,0.66,0.66,0.66,0.66,0.66,0.66,NA,0.66,0,1,0,0,0.66,1,0.66,1,0.08,0,0.01,0,0,0,0,0.16666666666666666,0.16666666666666666,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,1,0.25,NA,NA,0,0,0,0,0.25,0,0,0.66,NA,NA,NA,NA,0,NA,0.66,NA,0,0.2,0.5,0.25,0.5,0.25,0.25,0.25,0.66,NA,0,NA,NA,NA,NA,0.33,NA,NA,0,NA,0.495
83,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.33,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0.33,1,0,0,0,0,0,0,0,0,0,0.5,0.4,0.6,0.3,0.2,0,0,0,0,0,1,0.33,0.33,0.33,0.66,0.66,0,0.33,0.33,0.66,1,0.33,0.33,0,11,0,1,0,0,0,0,0,2,0,0.33,0.6,0.8,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.33,0,0,1,0,0,0,0,0,0,0.66,0.66,0.66,0.33,0.66,0.66,0.66,0.66,0.33,0.33,NA,1,0,0.66,NA,NA,0.66,NA,0.33,NA,NA,NA,NA,NA,NA,0.66,1,0.66,1,0.11,0,0.08,0,0,0,0,0.3333333333333333,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0.33,0.33,1,0.25,NA,0,0.6,0,0,0.33,0,0.25,0,0.33,NA,0.33,0.33,1,0,1,0.66,0.66,0.6,0.4,0.25,0.5,0.5,0.5,0.5,0.5,0.495,0.33,0,0.165,NA,NA,0,0.33,0.33,0.22,0.66,0.495,0.33
84,0,0,1,0,0,1,0,0,0,0.66,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.66,0,NA,1,1,0,0,0,0,0,0,0,0,0,0.66,1,0,0,0,0,0,0,0,0,0,0.8,0,0.4,0,0,0,0,0,0.66,0.66,0.66,0.33,0,0,0.33,1,0,0.33,0.66,0.33,1,0.33,0,0,11,1,0,0,0,0,0,0,1,0,0.33,0.2,0.6,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.33,1,0,0,0.66,0,0.33,0.33,0,0.33,0.33,0.66,1,0.66,0.66,0.66,0.33,0.33,1,1,0.66,0,0,0.66,1,0.66,0.33,0.33,0.33,0.33,0.33,0,0,1,0,0.66,1,0.33,0,1,1,0.1,0,0,0,1,NA,NA,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.66,0,NA,0.25,NA,0,0.8,0,0,0.33,0.25,0.25,0.25,0.66,NA,0.66,0.33,0.66,0.5,0.33,0.33,0.33,0.6,0.6,0.25,0.5,0.5,0.5,0.5,0.75,0.33,0.33,1,0.6625000000000001,0.33,0.665,0.66,0.66,0.66,0.66,1,0.8300000000000001,0.66
85,0,0,1,0,1,0,0,0.75,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.66,0,NA,1,0,0,0,0,0,1,0,0,0,0,0.66,0,0,0,0,0,1,0,0,0,0,0,0.2,0.1,0,0.8,0,0,0,0,0.33,0,1,0.66,0.33,0,0.66,0.66,0,0,0.66,0.33,0,0,0,2,0,1,0,0,0,0,0,2,0,0.66,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1,0,0,0,0,0,0,0.66,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0.66,0.66,NA,NA,0.33,0,1,0,0,0,0,0.33,0,0,1,0,0.66,1,0.33,0,0,0,0.42,0,0,0,1,NA,NA,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.25,NA,0,1,0,0,0.66,0,0,0,NA,NA,0,0,0,0,0.33,0.66,0.66,0,0.6,0.5,0.25,0,0,0,0,0.066,1,1,0.5825,0.33,0.495,0.66,0.33,0.33,0.44,0,0,0.33
86,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0.7,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.8,0.4,0.5,0.4,0.4,0.3,0.3,0.2,NA,NA,0.33,0.33,0.33,0.33,0,1,0.33,0.33,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0.2,0.8,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,0,0.66,1,1,0,NA,NA,NA,0,NA,0,0,0,0,1,NA,NA,NA,NA,0.33,0.33,0.66,0,1,0,0,1,1,0.33,0,0.49,0,0.51,1,1,0,0,0.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,NA,0,NA,0,NA,0,0.6,0,0,0,0.25,0.25,0.25,1,NA,1,0.33,1,0,1,0.33,0.33,0.4,0.4,0.25,0.5,0.75,0,0,1,0.44,NA,0,NA,1,0.5,0,0.66,0.66,0.44,1,NA,NA
87,0,0,0,1,1,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.66,1,0.7,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.9,0.2,0.7,0.5,0.5,0,0,0,0.66,0.66,0.33,0.66,0.66,0.33,0.66,0.33,0.66,0.66,0.66,0,0.66,0,0.33,0.66,NA,0,0,0,0,1,0,0,5,1,0.33,0.2,0.6,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.33,1,0,0,0.33,0.66,0.66,0.33,0.66,0.33,0.33,0,0.33,1,0.33,0.66,NA,NA,NA,0.33,0.33,0,0,NA,NA,0.66,0.66,NA,0.66,NA,0.66,0,1,0,0,0.33,0,0.33,0,0.54,1,0.35,0,0,1,0,0.5,0.3333333333333333,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.66,0,NA,0.25,NA,0,0.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0.33,NA,0.4,0.6,0.75,0.5,0.5,0.5,0.5,0.25,0.66,0.66,1,0.8300000000000001,0.66,0.495,NA,0.66,NA,NA,1,0.8300000000000001,0.495
88,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.66,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0.66,1,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0.66,1,1,0.33,0.66,0.33,0,1,0.33,1,0.66,0.66,1,0.66,0.33,0.66,11,0,0,0,0,0,0,1,7,1,0.66,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,1,NA,0,0,1,0.66,0,0.33,0.66,0,0,0.66,0.66,1,0.66,0.66,1,NA,1,0,1,0,0,0,1,NA,1,0,0,0,0,0.66,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6,1,0.33,1,0.25,NA,0,0.6,0,0,0,0,0.25,0,0,NA,NA,0,0.66,0.5,1,1,0.33,0.4,1,0.5,0.5,0,0.5,0.5,0.75,0.132,0.33,0,0.4975,1,1,0,0,0.66,0.22,0.66,0.8300000000000001,0.8300000000000001
89,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.33,0.5,0.5,1,0,1,0,0,0,0,0,0,0,0,0.33,0,1,0,0,0,0,0,0,0,0,0.2,0.5,0.1,0.1,0,0.2,0.3,0.3,0.33,NA,0.66,0.66,0.66,0.33,0,0.66,0.33,0.33,0.33,0.66,0.66,0.33,0.33,0.66,NA,0,1,0,0,0,0,0,2,0,0.33,0.6,0.8,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.33,1,0,0,0.66,0.33,0.33,NA,0,0.33,0.33,0.66,0.66,NA,NA,0.66,0.33,0.33,0.66,0.66,0,0,0,0.66,0.66,0.66,0.66,NA,0.66,0.66,NA,NA,NA,NA,NA,0.33,0,NA,NA,0.07,0,0.05,0,1,1,0,0.3333333333333333,0.5,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,0.33,1,0,NA,0,0.6,0,0,0,0.25,0,0,0,NA,1,0,0.66,0.25,NA,0.33,0.33,0.6,0.8,0.5,0.5,0,0.5,0.25,1,0.66,NA,0,NA,1,0.8300000000000001,NA,0.66,0.66,NA,0.66,NA,0.33
